"Story","Title","Result","Date","Stability","Duration (s)"
"Product","See Product AltaShop","SUCCESS","2022-05-16T20:40:27.3500446+07:00[Asia/Jakarta]","0.0","23.07"
"Product","Buying Product AltaShop","SUCCESS","2022-05-16T20:40:50.4332504+07:00[Asia/Jakarta]","0.0","23.26"
